UniqueIndex,Comment,Icon,Type,PossibleHero,PossibleDeck,DeckUniqueID,SC,Rare,EnchantExp,SacrificeExp,CoolTime,SummonArea,illustTable,ResourceTable,DataTable,HeroDataTable,UniqueGroup,NextID,Enchant,MaxEnchant,Limit,MaxLimit,LevelDataTable,AddtionDataTable,ActionScript,UsingSound
3932,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,882,1072,10,0,U_071,1041,3901,13901,3901,3933,31,39,3,4,6700,0,ActionNormal,FX_COM03_UseUnit
3933,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,909,1104,10,0,U_071,1041,3901,13901,3901,3934,32,39,3,4,6700,0,ActionNormal,FX_COM03_UseUnit
3934,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,936,1136,10,0,U_071,1041,3901,13901,3901,3935,33,39,3,4,6700,0,ActionNormal,FX_COM03_UseUnit
3935,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,963,1168,10,0,U_071,1041,3901,13901,3901,3936,34,39,3,4,6700,0,ActionNormal,FX_COM03_UseUnit
3936,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,990,1200,10,0,U_071,1041,3901,13901,3901,3937,35,39,3,4,6700,0,ActionNormal,FX_COM03_UseUnit
3937,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1017,1232,10,0,U_071,1041,3901,13901,3901,3938,36,39,3,4,6700,0,ActionNormal,FX_COM03_UseUnit
3938,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1044,1264,10,0,U_071,1041,3901,13901,3901,3939,37,39,3,4,6700,0,ActionNormal,FX_COM03_UseUnit
3939,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1071,1296,10,0,U_071,1041,3901,13901,3901,3940,38,39,3,4,6700,0,ActionNormal,FX_COM03_UseUnit
3940,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1,1328,10,0,U_071,1041,3901,13901,3901,3941,39,39,3,4,6700,0,ActionNormal,FX_COM03_UseUnit
3941,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1125,1360,10,0,U_069,1041,3901,13901,3901,3942,40,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
3942,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1152,1392,10,0,U_069,1041,3901,13901,3901,3943,41,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
3943,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1179,1424,10,0,U_069,1041,3901,13901,3901,3944,42,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
3944,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1206,1456,10,0,U_069,1041,3901,13901,3901,3945,43,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
3945,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1233,1488,10,0,U_069,1041,3901,13901,3901,3946,44,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
3946,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1260,1520,10,0,U_069,1041,3901,13901,3901,3947,45,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
3947,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1287,1552,10,0,U_069,1041,3901,13901,3901,3948,46,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
3948,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1314,1584,10,0,U_069,1041,3901,13901,3901,3949,47,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
3949,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1341,1616,10,0,U_069,1041,3901,13901,3901,3950,48,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
3950,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,1368,1648,10,0,U_069,1041,3901,13901,3901,3951,49,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
3951,CARD_COMMENT_3901,u014,1,1,1,3901,33,4000,0,1680,10,0,U_069,1041,3901,13901,3901,4001,50,50,4,4,6700,0,ActionNormal,FX_COM03_UseUnit
4001,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,90,160,10,0,U_072,1041,4001,14001,3901,4002,0,7,0,2,6701,0,ActionNormal,FX_COM03_UseUnit
4002,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,126,224,10,0,U_072,1041,4001,14001,3901,4003,1,7,0,2,6701,0,ActionNormal,FX_COM03_UseUnit
4003,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,162,288,10,0,U_072,1041,4001,14001,3901,4004,2,7,0,2,6701,0,ActionNormal,FX_COM03_UseUnit
4004,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,198,352,10,0,U_072,1041,4001,14001,3901,4005,3,7,0,2,6701,0,ActionNormal,FX_COM03_UseUnit
4005,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,234,416,10,0,U_072,1041,4001,14001,3901,4006,4,7,0,2,6701,0,ActionNormal,FX_COM03_UseUnit
4006,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,360,480,10,0,U_072,1041,4001,14001,3901,4007,5,7,0,2,6701,0,ActionNormal,FX_COM03_UseUnit
4007,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,414,544,10,0,U_072,1041,4001,14001,3901,4008,6,7,0,2,6701,0,ActionNormal,FX_COM03_UseUnit
4008,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,1,608,10,0,U_072,1041,4001,14001,3901,4009,7,7,0,2,6701,0,ActionNormal,FX_COM03_UseUnit
4009,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,522,672,10,0,U_072,1041,4001,14001,3901,4010,8,14,1,2,6701,0,ActionNormal,FX_COM03_UseUnit
4010,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,576,736,10,0,U_072,1041,4001,14001,3901,4011,9,14,1,2,6701,0,ActionNormal,FX_COM03_UseUnit
4011,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,630,800,10,0,U_072,1041,4001,14001,3901,4012,10,14,1,2,6701,0,ActionNormal,FX_COM03_UseUnit
4012,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,684,864,10,0,U_072,1041,4001,14001,3901,4013,11,14,1,2,6701,0,ActionNormal,FX_COM03_UseUnit
4013,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,738,928,10,0,U_072,1041,4001,14001,3901,4014,12,14,1,2,6701,0,ActionNormal,FX_COM03_UseUnit
4014,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,792,992,10,0,U_072,1041,4001,14001,3901,4015,13,14,1,2,6701,0,ActionNormal,FX_COM03_UseUnit
4015,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,1,1056,10,0,U_072,1041,4001,14001,3901,4016,14,14,1,2,6701,0,ActionNormal,FX_COM03_UseUnit
4016,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,900,1120,10,0,U_072,1041,4001,14001,3901,4017,15,20,2,2,6701,0,ActionNormal,FX_COM03_UseUnit
4017,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,954,1184,10,0,U_072,1041,4001,14001,3901,4018,16,20,2,2,6701,0,ActionNormal,FX_COM03_UseUnit
4018,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,1008,1248,10,0,U_072,1041,4001,14001,3901,4019,17,20,2,2,6701,0,ActionNormal,FX_COM03_UseUnit
4019,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,1062,1312,10,0,U_072,1041,4001,14001,3901,4020,18,20,2,2,6701,0,ActionNormal,FX_COM03_UseUnit
4020,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,1116,1376,10,0,U_072,1041,4001,14001,3901,4021,19,20,2,2,6701,0,ActionNormal,FX_COM03_UseUnit
4021,CARD_COMMENT_4001,u014,1,1,1,3901,33,4000,0,1440,10,0,U_072,1041,4001,14001,3901,0,20,20,2,2,6701,0,ActionNormal,FX_COM03_UseUnit
4301,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,45,80,8,0,U_050,1061,4301,14301,4301,4302,0,9,0,4,6900,0,ActionNormal,FX_COM03_UseUnit
4302,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,63,112,8,0,U_050,1061,4301,14301,4301,4303,1,9,0,4,6900,0,ActionNormal,FX_COM03_UseUnit
4303,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,81,144,8,0,U_050,1061,4301,14301,4301,4304,2,9,0,4,6900,0,ActionNormal,FX_COM03_UseUnit
4304,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,99,176,8,0,U_050,1061,4301,14301,4301,4305,3,9,0,4,6900,0,ActionNormal,FX_COM03_UseUnit
4305,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,117,208,8,0,U_050,1061,4301,14301,4301,4306,4,9,0,4,6900,0,ActionNormal,FX_COM03_UseUnit
4306,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,180,240,8,0,U_050,1061,4301,14301,4301,4307,5,9,0,4,6900,0,ActionNormal,FX_COM03_UseUnit
4307,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,207,272,8,0,U_050,1061,4301,14301,4301,4308,6,9,0,4,6900,0,ActionNormal,FX_COM03_UseUnit
4308,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,234,304,8,0,U_050,1061,4301,14301,4301,4309,7,9,0,4,6900,0,ActionNormal,FX_COM03_UseUnit
4309,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,261,336,8,0,U_050,1061,4301,14301,4301,4310,8,9,0,4,6900,0,ActionNormal,FX_COM03_UseUnit
4310,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1,368,8,0,U_050,1061,4301,14301,4301,4311,9,9,0,4,6900,0,ActionNormal,FX_COM03_UseUnit
4311,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,315,400,8,0,U_050,1061,4301,14301,4301,4312,10,19,1,4,6900,0,ActionNormal,FX_COM03_UseUnit
4312,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,342,432,8,0,U_050,1061,4301,14301,4301,4313,11,19,1,4,6900,0,ActionNormal,FX_COM03_UseUnit
4313,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,369,464,8,0,U_050,1061,4301,14301,4301,4314,12,19,1,4,6900,0,ActionNormal,FX_COM03_UseUnit
4314,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,396,496,8,0,U_050,1061,4301,14301,4301,4315,13,19,1,4,6900,0,ActionNormal,FX_COM03_UseUnit
4315,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,423,528,8,0,U_050,1061,4301,14301,4301,4316,14,19,1,4,6900,0,ActionNormal,FX_COM03_UseUnit
4316,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,450,560,8,0,U_050,1061,4301,14301,4301,4317,15,19,1,4,6900,0,ActionNormal,FX_COM03_UseUnit
4317,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,477,592,8,0,U_050,1061,4301,14301,4301,4318,16,19,1,4,6900,0,ActionNormal,FX_COM03_UseUnit
4318,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,504,624,8,0,U_050,1061,4301,14301,4301,4319,17,19,1,4,6900,0,ActionNormal,FX_COM03_UseUnit
4319,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,531,656,8,0,U_050,1061,4301,14301,4301,4320,18,19,1,4,6900,0,ActionNormal,FX_COM03_UseUnit
4320,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1,688,8,0,U_050,1061,4301,14301,4301,4321,19,19,1,4,6900,0,ActionNormal,FX_COM03_UseUnit
4321,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,585,720,8,0,U_049,1061,4301,14301,4301,4322,20,29,2,4,6900,0,ActionNormal,FX_COM03_UseUnit
4322,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,612,752,8,0,U_049,1061,4301,14301,4301,4323,21,29,2,4,6900,0,ActionNormal,FX_COM03_UseUnit
4323,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,639,784,8,0,U_049,1061,4301,14301,4301,4324,22,29,2,4,6900,0,ActionNormal,FX_COM03_UseUnit
4324,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,666,816,8,0,U_049,1061,4301,14301,4301,4325,23,29,2,4,6900,0,ActionNormal,FX_COM03_UseUnit
4325,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,693,848,8,0,U_049,1061,4301,14301,4301,4326,24,29,2,4,6900,0,ActionNormal,FX_COM03_UseUnit
4326,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,720,880,8,0,U_049,1061,4301,14301,4301,4327,25,29,2,4,6900,0,ActionNormal,FX_COM03_UseUnit
4327,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,747,912,8,0,U_049,1061,4301,14301,4301,4328,26,29,2,4,6900,0,ActionNormal,FX_COM03_UseUnit
4328,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,774,944,8,0,U_049,1061,4301,14301,4301,4329,27,29,2,4,6900,0,ActionNormal,FX_COM03_UseUnit
4329,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,801,976,8,0,U_049,1061,4301,14301,4301,4330,28,29,2,4,6900,0,ActionNormal,FX_COM03_UseUnit
4330,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1,1008,8,0,U_049,1061,4301,14301,4301,4331,29,29,2,4,6900,0,ActionNormal,FX_COM03_UseUnit
4331,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,855,1040,8,0,U_049,1061,4301,14301,4301,4332,30,39,3,4,6900,0,ActionNormal,FX_COM03_UseUnit
4332,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,882,1072,8,0,U_049,1061,4301,14301,4301,4333,31,39,3,4,6900,0,ActionNormal,FX_COM03_UseUnit
4333,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,909,1104,8,0,U_049,1061,4301,14301,4301,4334,32,39,3,4,6900,0,ActionNormal,FX_COM03_UseUnit
4334,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,936,1136,8,0,U_049,1061,4301,14301,4301,4335,33,39,3,4,6900,0,ActionNormal,FX_COM03_UseUnit
4335,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,963,1168,8,0,U_049,1061,4301,14301,4301,4336,34,39,3,4,6900,0,ActionNormal,FX_COM03_UseUnit
4336,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,990,1200,8,0,U_049,1061,4301,14301,4301,4337,35,39,3,4,6900,0,ActionNormal,FX_COM03_UseUnit
4337,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1017,1232,8,0,U_049,1061,4301,14301,4301,4338,36,39,3,4,6900,0,ActionNormal,FX_COM03_UseUnit
4338,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1044,1264,8,0,U_049,1061,4301,14301,4301,4339,37,39,3,4,6900,0,ActionNormal,FX_COM03_UseUnit
4339,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1071,1296,8,0,U_049,1061,4301,14301,4301,4340,38,39,3,4,6900,0,ActionNormal,FX_COM03_UseUnit
4340,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1,1328,8,0,U_049,1061,4301,14301,4301,4341,39,39,3,4,6900,0,ActionNormal,FX_COM03_UseUnit
4341,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1125,1360,8,0,U_051,1061,4301,14301,4301,4342,40,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
4342,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1152,1392,8,0,U_051,1061,4301,14301,4301,4343,41,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
4343,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1179,1424,8,0,U_051,1061,4301,14301,4301,4344,42,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
4344,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1206,1456,8,0,U_051,1061,4301,14301,4301,4345,43,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
4345,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1233,1488,8,0,U_051,1061,4301,14301,4301,4346,44,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
4346,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1260,1520,8,0,U_051,1061,4301,14301,4301,4347,45,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
4347,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1287,1552,8,0,U_051,1061,4301,14301,4301,4348,46,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
4348,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1314,1584,8,0,U_051,1061,4301,14301,4301,4349,47,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
4349,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1341,1616,8,0,U_051,1061,4301,14301,4301,4350,48,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
4350,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,1368,1648,8,0,U_051,1061,4301,14301,4301,4351,49,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
4351,CARD_COMMENT_4301,u011,1,1,1,4301,36,4000,0,1680,8,0,U_051,1061,4301,14301,4301,5601,50,50,4,4,6900,0,ActionNormal,FX_COM03_UseUnit
5601,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,90,160,8,0,U_052,1061,5601,15601,4301,5602,0,7,0,2,6901,0,ActionNormal,FX_COM03_UseUnit
5602,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,126,224,8,0,U_052,1061,5601,15601,4301,5603,1,7,0,2,6901,0,ActionNormal,FX_COM03_UseUnit
5603,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,162,288,8,0,U_052,1061,5601,15601,4301,5604,2,7,0,2,6901,0,ActionNormal,FX_COM03_UseUnit
5604,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,198,352,8,0,U_052,1061,5601,15601,4301,5605,3,7,0,2,6901,0,ActionNormal,FX_COM03_UseUnit
5605,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,234,416,8,0,U_052,1061,5601,15601,4301,5606,4,7,0,2,6901,0,ActionNormal,FX_COM03_UseUnit
5606,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,360,480,8,0,U_052,1061,5601,15601,4301,5607,5,7,0,2,6901,0,ActionNormal,FX_COM03_UseUnit
5607,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,414,544,8,0,U_052,1061,5601,15601,4301,5608,6,7,0,2,6901,0,ActionNormal,FX_COM03_UseUnit
5608,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,1,608,8,0,U_052,1061,5601,15601,4301,5609,7,7,0,2,6901,0,ActionNormal,FX_COM03_UseUnit
5609,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,522,672,8,0,U_052,1061,5601,15601,4301,5610,8,14,1,2,6901,0,ActionNormal,FX_COM03_UseUnit
5610,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,576,736,8,0,U_052,1061,5601,15601,4301,5611,9,14,1,2,6901,0,ActionNormal,FX_COM03_UseUnit
5611,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,630,800,8,0,U_052,1061,5601,15601,4301,5612,10,14,1,2,6901,0,ActionNormal,FX_COM03_UseUnit
5612,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,684,864,8,0,U_052,1061,5601,15601,4301,5613,11,14,1,2,6901,0,ActionNormal,FX_COM03_UseUnit
5613,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,738,928,8,0,U_052,1061,5601,15601,4301,5614,12,14,1,2,6901,0,ActionNormal,FX_COM03_UseUnit
5614,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,792,992,8,0,U_052,1061,5601,15601,4301,5615,13,14,1,2,6901,0,ActionNormal,FX_COM03_UseUnit
5615,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,1,1056,8,0,U_052,1061,5601,15601,4301,5616,14,14,1,2,6901,0,ActionNormal,FX_COM03_UseUnit
5616,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,900,1120,8,0,U_052,1061,5601,15601,4301,5617,15,20,2,2,6901,0,ActionNormal,FX_COM03_UseUnit
5617,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,954,1184,8,0,U_052,1061,5601,15601,4301,5618,16,20,2,2,6901,0,ActionNormal,FX_COM03_UseUnit
5618,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,1008,1248,8,0,U_052,1061,5601,15601,4301,5619,17,20,2,2,6901,0,ActionNormal,FX_COM03_UseUnit
5619,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,1062,1312,8,0,U_052,1061,5601,15601,4301,5620,18,20,2,2,6901,0,ActionNormal,FX_COM03_UseUnit
5620,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,1116,1376,8,0,U_052,1061,5601,15601,4301,5621,19,20,2,2,6901,0,ActionNormal,FX_COM03_UseUnit
5621,CARD_COMMENT_5601,u011,1,1,1,4301,36,4000,0,1440,8,0,U_052,1061,5601,15601,4301,0,20,20,2,2,6901,0,ActionNormal,FX_COM03_UseUnit
5801,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,45,80,8,0,U_065,1003,5801,15801,5801,5802,0,9,0,4,9600,0,ActionNormal,FX_COM03_UseUnit
5802,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,63,112,8,0,U_065,1003,5801,15801,5801,5803,1,9,0,4,9600,0,ActionNormal,FX_COM03_UseUnit
5803,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,81,144,8,0,U_065,1003,5801,15801,5801,5804,2,9,0,4,9600,0,ActionNormal,FX_COM03_UseUnit
5804,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,99,176,8,0,U_065,1003,5801,15801,5801,5805,3,9,0,4,9600,0,ActionNormal,FX_COM03_UseUnit
5805,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,117,208,8,0,U_065,1003,5801,15801,5801,5806,4,9,0,4,9600,0,ActionNormal,FX_COM03_UseUnit
5806,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,180,240,8,0,U_065,1003,5801,15801,5801,5807,5,9,0,4,9600,0,ActionNormal,FX_COM03_UseUnit
5807,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,207,272,8,0,U_065,1003,5801,15801,5801,5808,6,9,0,4,9600,0,ActionNormal,FX_COM03_UseUnit
5808,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,234,304,8,0,U_065,1003,5801,15801,5801,5809,7,9,0,4,9600,0,ActionNormal,FX_COM03_UseUnit
5809,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,261,336,8,0,U_065,1003,5801,15801,5801,5810,8,9,0,4,9600,0,ActionNormal,FX_COM03_UseUnit
5810,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,1,368,8,0,U_065,1003,5801,15801,5801,5811,9,9,0,4,9600,0,ActionNormal,FX_COM03_UseUnit
5811,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,315,400,8,0,U_065,1003,5801,15801,5801,5812,10,19,1,4,9600,0,ActionNormal,FX_COM03_UseUnit
5812,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,342,432,8,0,U_065,1003,5801,15801,5801,5813,11,19,1,4,9600,0,ActionNormal,FX_COM03_UseUnit
5813,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,369,464,8,0,U_065,1003,5801,15801,5801,5814,12,19,1,4,9600,0,ActionNormal,FX_COM03_UseUnit
5814,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,396,496,8,0,U_065,1003,5801,15801,5801,5815,13,19,1,4,9600,0,ActionNormal,FX_COM03_UseUnit
5815,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,423,528,8,0,U_065,1003,5801,15801,5801,5816,14,19,1,4,9600,0,ActionNormal,FX_COM03_UseUnit
5816,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,450,560,8,0,U_065,1003,5801,15801,5801,5817,15,19,1,4,9600,0,ActionNormal,FX_COM03_UseUnit
5817,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,477,592,8,0,U_065,1003,5801,15801,5801,5818,16,19,1,4,9600,0,ActionNormal,FX_COM03_UseUnit
5818,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,504,624,8,0,U_065,1003,5801,15801,5801,5819,17,19,1,4,9600,0,ActionNormal,FX_COM03_UseUnit
5819,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,531,656,8,0,U_065,1003,5801,15801,5801,5820,18,19,1,4,9600,0,ActionNormal,FX_COM03_UseUnit
5820,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,1,688,8,0,U_065,1003,5801,15801,5801,5821,19,19,1,4,9600,0,ActionNormal,FX_COM03_UseUnit
5821,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,585,720,8,0,U_065,1003,5801,15801,5801,5822,20,29,2,4,9600,0,ActionNormal,FX_COM03_UseUnit
5822,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,612,752,8,0,U_065,1003,5801,15801,5801,5823,21,29,2,4,9600,0,ActionNormal,FX_COM03_UseUnit
5823,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,639,784,8,0,U_065,1003,5801,15801,5801,5824,22,29,2,4,9600,0,ActionNormal,FX_COM03_UseUnit
5824,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,666,816,8,0,U_065,1003,5801,15801,5801,5825,23,29,2,4,9600,0,ActionNormal,FX_COM03_UseUnit
5825,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,693,848,8,0,U_065,1003,5801,15801,5801,5826,24,29,2,4,9600,0,ActionNormal,FX_COM03_UseUnit
5826,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,720,880,8,0,U_065,1003,5801,15801,5801,5827,25,29,2,4,9600,0,ActionNormal,FX_COM03_UseUnit
5827,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,747,912,8,0,U_065,1003,5801,15801,5801,5828,26,29,2,4,9600,0,ActionNormal,FX_COM03_UseUnit
5828,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,774,944,8,0,U_065,1003,5801,15801,5801,5829,27,29,2,4,9600,0,ActionNormal,FX_COM03_UseUnit
5829,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,801,976,8,0,U_065,1003,5801,15801,5801,5830,28,29,2,4,9600,0,ActionNormal,FX_COM03_UseUnit
5830,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,1,1008,8,0,U_065,1003,5801,15801,5801,5831,29,29,2,4,9600,0,ActionNormal,FX_COM03_UseUnit
5831,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,855,1040,8,0,U_065,1003,5801,15801,5801,5832,30,39,3,4,9600,0,ActionNormal,FX_COM03_UseUnit
5832,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,882,1072,8,0,U_065,1003,5801,15801,5801,5833,31,39,3,4,9600,0,ActionNormal,FX_COM03_UseUnit
5833,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,909,1104,8,0,U_065,1003,5801,15801,5801,5834,32,39,3,4,9600,0,ActionNormal,FX_COM03_UseUnit
5834,CARD_COMMENT_5801,u013,1,1,0,5801,41,5000,936,1136,8,0,U_065,1003,5801,15801,5801,5835,33,39,3,4,9600,0,ActionNormal,FX_COM03_UseUnit
